SKY,FLT,DAMAGE,REPORTED_NAME,REMAINS_COLLECTED,BIRDS_SEEN,FAAREGION,REPORTED_DATE,EFFECT_OTHER,REMAINS_SENT,WARNED,INDICATED_DAMAGE,PRECIP,AOS,LOCATION,PHASE_OF_FLT,SPECIES,TYPE_ENG,DISTANCE,ATYPE,EFFECT,HEIGHT,NR_FATALITIES,TIME_OF_DAY,STATE,BIRDS_STRUCK,AC_MASS,AC_CLASS,OPERATOR,SIZE,INCIDENT_DATE,NR_INJURIES,COST_REPAIRS_INFL_ADJ,ENROUTE,RUNWAY,AIRPORT,COMMENTS,COST_OTHER_INFL_ADJ,REMARKS,NUM_ENGS,TIME,SPEED
,,,Deleted,FALSE,,,6/18/92,,FALSE,,TRUE,,,10 MILES W JFK,En Route,Gulls,,,HELICOPTER,None,,,Night,,1,,Helicopter,US COAST GUARD,Medium,6/17/92 0:00,,,NY,,UNKNOWN,"(xx/xx/xx UPDATED A/C TYPE, LOCATION, REMARKS)",,INGESTED GULL 10 W OF JFK. LANDED W/O INCIDENT. A/C ONLY REPTD AS HELICOPTER.,,21:19,
No Cloud,,Minor (Civilian),Deleted,FALSE,2-10,AWP,6/18/92,,FALSE,N,TRUE,None,,,Climb,Gulls,Turbofan,,MD-82,Precautionary Landing,50,,Dusk,CA,2-10,4,Airplane,AMERICAN AIRLINES,Medium,6/17/92 0:00,,,,30L,NORMAN Y. MINETA SAN JOSE INTL ARPT,SOURCE = xxxx-x & AC INCIDENT REPT.,,FLT 1197 STRUCK 1-3 GULLS.  DENT UNDER RADOME & MINOR DAMAGE  TO A/C 'S RT LEADING EDGE.,2,,145
No Cloud,,None (Military),,FALSE,,AWP,6/19/92,,FALSE,N,FALSE,,,,Approach,Unknown bird - small,Turbofan,,LEARJET-35,None,200,,Day,CA,1,3,Airplane,EXECUTIVE JET MGMNT,Small,6/17/92 0:00,,,,,BOB HOPE ARPT,,,"FLT 176, NO DAMAGE",2,,150
No Cloud,,None (Military),Deleted,FALSE,1,ASW,6/19/92,,FALSE,N,FALSE,None,,,Approach,Sparrows,Turbofan,,B-727-200,None,60,,Day,OK,1,4,Airplane,AMERICAN AIRLINES,Small,6/17/92 0:00,,,,17L,WILL ROGERS WORLD ARPT,,,,3,,140
No Cloud,,Uncertain (Civilian),,FALSE,2-10,AWP,6/19/92,,FALSE,Y,TRUE,None,,,Climb,Gulls,Turbofan,,MD-80,,50,,Day,CA,2-10,4,Airplane,AMERICAN AIRLINES,Medium,6/17/92 0:00,,,,,NORMAN Y. MINETA SAN JOSE INTL ARPT,,,DENTED A/C. UNKN EXTENT AS OF THIS REPT. FLT 1197.,2,,190
Some Cloud,,Substantial (Civilian),Deleted,FALSE,,,6/19/92,,FALSE,N,TRUE,None,4,,Climb,Unknown bird - medium,Turbofan,,B-737-400,None,40,,Day,,1,4,Airplane,1US AIRWAYS,Medium,6/17/92 0:00,,,,15,UNKNOWN,"POSTMARK = PITTSBURGH, PA",,BENT 4 BLADES.,2,,140
Some Cloud,,None (Military),,FALSE,,ASO,,,FALSE,N,FALSE,,,,Approach,Unknown bird - small,Turbofan,,B-727,None,"10,000",,Day,TN,1,4,Airplane,AMERICAN AIRLINES,Small,6/18/92 0:00,,,,20R,NASHVILLE INTL,,,,3,,250
Some Cloud,,None (Military),Deleted,FALSE,1,AEA,,,FALSE,N,FALSE,None,,,Approach,Eastern meadowlark,Turbofan,,DC-9-30,None,20,,Day,NJ,1,4,Airplane,EXPRESS ONE INTL,Small,6/18/92 0:00,,,,31,ATLANTIC CITY INTL,SOURCE = TWO xxxx-x & AIRPORT REPT,,,2,,100
,,None (Military),Deleted,FALSE,,ASW,6/18/92,,FALSE,,FALSE,,,,Take-off run,Unknown bird - medium,Turboprop,0,SAAB-340,,0,,Day,TX,1,3,Airplane,METROFLIGHT,Medium,6/18/92 0:00,,,,17L,DALLAS/FORT WORTH INTL ARPT,SOURCE = AIR TAXI INCIDENT REPT.,,"FLT 899, DFW-FYV, REPTD A BIRD STRIKE ON DEPT.  NO APPARENT AC  DAMAGE.",2,,
Some Cloud,,None (Military),Deleted,FALSE,1,AGL,6/18/92,,FALSE,N,FALSE,None,,8 N OF RAC,Approach,Hawks,Reciprocating (Piston),8,PA-32,None,"2,000",,Day,WI,1,1,Airplane,BUSINESS,Medium,6/18/92 0:00,,,,,GENERAL MITCHELL INTL,"OPERATOR = JOHN CASANOVA FOR AIR RACINE, INC.",,,1,,100
Some Cloud,,None (Military),,FALSE,1,ASO,,,FALSE,N,FALSE,None,,,Landing Roll,Herons,Turboprop,0,MERLIN III,None,0,,Day,FL,1,2,Airplane,COMAIR AIRLINES,Large,6/19/92 0:00,,,,9R,MELBOURNE INTL,,,,2,,
Some Cloud,,None (Military),,FALSE,1,ASW,,,FALSE,N,FALSE,None,,,Climb,Hawks,Turbofan,,B-727-100,None,600,,Day,LA,1,4,Airplane,AMERICAN AIRLINES,Medium,6/19/92 0:00,,,,4L,"BATON ROUGE METROPOLITAN, RYAN FIELD",,,"ON INITIAL CLIMBOUT, NOTICED A SMALL HAWK STRIKE LOWER L RADOME &  L FUSELAGE. DID NOT SEE IT TIME TO AVOID. NO ABNORMAL  INDICATIONS, DAMAGE, OR INJURY NOTED.  NOTIFIED CONTROL TOWER AT  BRA OF STRIKE & LOCATION. NOTIFIED OSP AT SHV.  A/C INSPCTD AT  SHV.",3,,155
No Cloud,,None (Military),,FALSE,,ASW,,,FALSE,N,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,B-737-200,,100,,Day,TX,1,4,Airplane,SOUTHWEST AIRLINES,Small,6/19/92 0:00,,,,,AUSTIN-BERGSTROM INTL,,,NO DAMAGE.,2,,160
No Cloud,,None (Military),,FALSE,1,AWP,,,FALSE,Y,FALSE,None,,,Landing Roll,Gulls,Turboprop,0,MERLIN III,,0,,Day,CA,1,2,Airplane,AMERICAN EAGLE AIRLINES,Medium,6/19/92 0:00,,,,,NORMAN Y. MINETA SAN JOSE INTL ARPT,,,no damage,2,,90
No Cloud,,,,FALSE,,AWP,,,FALSE,Y,FALSE,None,,,Take-off run,Unknown bird - medium,Turbofan,0,B-737-300,,0,,Day,CA,1,4,Airplane,SOUTHWEST AIRLINES,Medium,6/19/92 0:00,,,,,BOB HOPE ARPT,DATE = POSTMARK,,CREW DID NOT CALL TOWER AS INSTRUCTED. DAMAGE UNKN.,2,,
No Cloud,,None (Military),,FALSE,1,ASW,,,FALSE,Y,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,MD-80,None,800,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Small,6/19/92 0:00,,,,18R,DALLAS/FORT WORTH INTL ARPT,,,,2,,140
Some Cloud,,None (Military),Deleted,FALSE,,ASW,,,FALSE,N,FALSE,,,,Climb,Unknown bird - medium,Turbofan,,B-727,,530,,Day,LA,1,4,Airplane,AMERICAN AIRLINES,Medium,6/19/92 0:00,,,,,"BATON ROUGE METROPOLITAN, RYAN FIELD",,,FLT 1319. NO DAMAGE.,3,,190
Some Cloud,,None (Military),Deleted,FALSE,,ASO,6/19/92,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,B-767-300,None,9,,Day,FL,1,4,Airplane,AMERICAN AIRLINES,Medium,6/19/92 0:00,,,,8R,MIAMI INTL,,,NO INJURY APPARENT AFTER LANDING.,2,,140
Some Cloud,,None (Military),Deleted,FALSE,1,ASO,6/19/92,,FALSE,Y,FALSE,None,,,Climb,Unknown bird - small,Reciprocating (Piston),,PA-31 NAVAJO,None,300,,Dusk,KY,1,2,Airplane,PRIVATELY OWNED,Small,6/19/92 0:00,,,,6,BOWMAN FIELD,,,STANDING NOTAM IN FACILITY DIRECTORY.,2,,110
Some Cloud,,None (Military),Deleted,FALSE,2-10,AEA,6/26/92,,FALSE,N,FALSE,None,2,,Approach,Common grackle,Turboprop,,SAAB-340,None,200,,Dusk,DC,1,3,Airplane,AMERICAN EAGLE AIRLINES,Small,6/19/92 0:00,,,,19C,WASHINGTON DULLES INTL ARPT,OPERATOR = FLAGSHIP AIRLINES,,"(DATA ENTRY NOTE: BIRD REPTD AS GRACKLE, ASSUME COMMON GRACKLE FROM LOCATION)",2,,130
Some Cloud,,None (Military),Deleted,FALSE,,ASW,6/20/92,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,B-727-200,None,10,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Small,6/20/92 0:00,,,,31R,DALLAS/FORT WORTH INTL ARPT,,,NO DAMAGE NOTED.,3,,120
Overcast,,None (Military),Deleted,FALSE,2-10,ACE,6/20/92,,FALSE,Y,FALSE,None,,,Approach,Blackbirds,Turbofan,,B-737-200,None,2,,Day,NE,1,4,Airplane,UNITED AIRLINES,Small,6/20/92 0:00,,,,35L,LINCOLN ARPT,,,BIRD ADV ON ATIS,2,,143
No Cloud,,None (Military),Deleted,TRUE,11-100,AWP,6/20/92,,FALSE,Y,FALSE,None,,,Approach,Common myna,Turbofan,,B-737-300,None,150,,Dawn,HI,2-10,4,Airplane,ALOHA AIRLINES,Small,6/20/92 0:00,,,,35,LIHUE ARPT,SOURCE - xxxx-x & ARPT REPT (x/xx/xx UPDATED ID WITH ARPT REPT),,POSSIBLY SMALL DOVES. REMAINS ID'D AS COMMON MYNA. STANDARD WARNING ON ATIS FOR THE PAST ?  YEARS.  NO DAMAGE.,2,,130
Overcast,,None (Military),Deleted,FALSE,2-10,ANE,6/21/92,,FALSE,N,FALSE,None,,,Approach,Rock pigeon,Turbofan,,DC-10-10,None,,,Dusk,MA,1,4,Airplane,AMERICAN AIRLINES,Small,6/20/92 0:00,,,,27,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,,,BIRD STRUCK ABOUT 1' BELOW CO-PILOT'S WINDSHLD. NO DAMAGE.,3,,
,,None (Military),,FALSE,,ASO,,,FALSE,N,FALSE,Fog,,,Climb,Unknown bird - small,Turbofan,,MD-80,None,"9,000",,Dawn,FL,1,4,Airplane,AMERICAN AIRLINES,Small,6/21/92 0:00,,,,18L,ORLANDO INTL,,,NO DAMAGE NOTED.,2,,250
No Cloud,,None (Military),,FALSE,1,ASW,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,B-727-200,None,8,,Dusk,LA,1,4,Airplane,AMERICAN AIRLINES,Small,6/21/92 0:00,,,,28,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,,,BIRDSTRIKE ON COPILOT'S WINDSHLD ONLY.,3,,130
Some Cloud,,None (Military),,FALSE,,ASO,,,FALSE,N,FALSE,None,,,Approach,Gulls,Turbofan,,B-737,,11,,Day,FL,2-10,4,Airplane,CANADIAN AIRLINES,Medium,6/21/92 0:00,,,,,ST. PETE-CLEARWATER INTL ARPT,,,"FLT 290.  2 BIRDS GLANCED OFF FUSELAGE ON SHORT FINAL, NO DAMAGE.",2,,
,1180,None (Military),Deleted,FALSE,,AWP,,EMERGENCY DECLARED,FALSE,,FALSE,,,,Climb,Unknown bird - medium,Turbofan,,B-737-200,Precautionary Landing,,,,CA,1,4,Airplane,UNITED AIRLINES,Medium,6/21/92 0:00,,,,,LOS ANGELES INTL,,,RETURNED TO KLAX AFTER COMPRESSOR STALL ON #2 ENG. CREW SUSPECTED BIRD STRIKE. AMBER ALERT DECLARED & REQUEST MADE FOR EMERGENCY EQUIPMENT. MX FOUND A FEATHER IN ENG. NO DMG.,2,,
No Cloud,,None (Military),Deleted,FALSE,,ASO,,,FALSE,Y,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,DC-9,None,,,Night,KY,1,4,Airplane,NORTHWEST AIRLINES,Small,6/21/92 0:00,,,,,LOUISVILLE INTL ARPT-STANDIFORD FIELD,,,no damage,2,,130
Overcast,,None (Military),,FALSE,,AGL,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,DC-9-30,None,50,,Day,WI,1,4,Airplane,MIDWEST AIRLINES,Medium,6/22/92 0:00,,,,19R,GENERAL MITCHELL INTL,,,"BIRD STRUCK BEHIND CAPT'S WINDOW, NO DAMAGE.",2,,
,,,Deleted,FALSE,,,,,FALSE,,FALSE,,,"ST LOUIS, MO",En Route,Unknown bird - medium,Turboprop,,ATR-42,Precautionary Landing,,,Day,,1,3,Airplane,TRANS STATES AIRLINES,Medium,6/22/92 0:00,,,MO,,UNKNOWN,SOURCE = MISC SITUATION REPT.,,FLT 410 ENROUTE STL TO EVV. EXPERIENCED BIRD STRIKE & RETD TO  STL. LANDED 1410Z W/O FURTHER INCIDENT.,2,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,House finch,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,6/22/92 0:00,,,,,LIHUE ARPT,,,,,,
,,,Deleted,TRUE,,ASO,,,FALSE,,FALSE,,,,,Gulls,,0,UNKNOWN,,,,,FL,1,,,UNKNOWN,Medium,6/22/92 0:00,,,,17R,ORLANDO INTL,,,"DAY, 1930 LCL. A/C ADZ TWR THAT SOMETHING WAS ON RWY. BIRD WAS  REMOVED.",,,
Some Cloud,,None (Military),Deleted,FALSE,1,ASO,6/22/92,,FALSE,N,FALSE,None,,,Approach,Rock pigeon,Turboprop,,EMB-120,None,75,,Day,GA,1,3,Airplane,ATLANTIC SOUTHEAST,Small,6/22/92 0:00,,,,27L,HARTSFIELD - JACKSON ATLANTA INTL ARPT,,,ONLY A SINGLE BIRD WAS INVOLVED.  FLT 570,2,,115
No Cloud,,None (Military),Deleted,FALSE,1,AWP,6/22/92,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,B-727,None,500,,Day,NV,1,4,Airplane,DELTA AIR LINES,Small,6/22/92 0:00,,,,16R,RENO TAHOE INTL,,,"NO DAMAGE, POSSIBLY SEAGULL. FLT 1455.",3,,160
Some Cloud,,None (Military),Deleted,FALSE,2-10,AEA,6/22/92,,FALSE,N,FALSE,None,,,Approach,Blackbirds,Turbofan,,FOKKER F28 MK 4000,None,400,,Day,MD,1,4,Airplane,1US AIRWAYS,Small,6/22/92 0:00,,,,33L,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,(x/x/xx UPDATED ID),,"SMALL, BLACK BIRD.",2,,140
Some Cloud,,None (Military),Deleted,FALSE,,ASW,6/23/92,,FALSE,,FALSE,,,,Take-off run,Unknown bird - small,Turbofan,0,MD-80,None,0,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Small,6/22/92 0:00,,,,17R,DALLAS/FORT WORTH INTL ARPT,(x/x/xx UPDATED AIRCRAFT NAME),,PAX OBSVD BIRD STRIKE ON LE OF RT WING DURING T/O AT DFW.  INFORMED CREW UPON LANDING AT DEN. MAINT INSPCTD WING & FOUND  BIRD REMAINS ON SLAT AREA W/ NO DAMAGE.,2,,100
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,T-38A,,500,,Day,AR,1,,Airplane,MILITARY,Medium,6/22/92 0:00,,,,,FORT SMITH REGIONAL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  FOUND ON POST FLIGHT;  AIRCRAFT -  T - 38 - ;  IMPACT -  LEFT WING TIP;  NUMBER OF BIRDS (S, F, or Z) -  S",,11:30,155
Some Cloud,,None (Military),,FALSE,,AAL,,,FALSE,N,FALSE,None,,,Approach,Gulls,Turbofan,,B-747,None,,,Day,AK,1,5,Airplane,KOREAN AIR,Medium,6/23/92 0:00,,,,6R,TED STEVENS ANCHORAGE INTL,,,FLT 097.  TIME = 1330Z.,4,,
Overcast,,None (Military),,FALSE,1,AEA,,,FALSE,N,FALSE,None,,,Approach,Sparrows,Turbofan,,B-737-300,None,10,,Day,PA,1,4,Airplane,1US AIRWAYS,Small,6/23/92 0:00,,,,28L,PITTSBURGH INTL ARPT,,,,2,,126
,,,,TRUE,,AEA,,,FALSE,,FALSE,,,,,Red-winged blackbird,,0,UNKNOWN,,,,,NJ,1,,,UNKNOWN,Small,6/23/92 0:00,,,,,ATLANTIC CITY INTL,,,,,,
Some Cloud,,Substantial (Civilian),Deleted,FALSE,1,AAL,,,FALSE,N,TRUE,None,,,Take-off run,Gulls,Turbofan,0,B-737-300,Precautionary Landing,0,,Day,AK,1,4,Airplane,MARKAIR,Medium,6/23/92 0:00,,"39,289",,19R,FAIRBANKS INTL ARPT,SOURCE = TWO xxxx-x REPTS.,,GULL FLEW UP FROM RWY JUST PRIOR TO ROTATION. BIRD WAS INGESTED  INTO #1 ENG. WE SMELLED BURNED BIRD. VIBRATION WAS NOTED IN #1  ENG SO WE RETD TO PFAI FOR A NORMAL LDG.,2,,120
Some Cloud,,None (Military),,FALSE,,AGL,6/23/92,,FALSE,N,FALSE,None,,,Approach,American crow,Turboprop,,BA-31 JETSTR,None,5,,Day,IL,1,2,Airplane,PSA AIRLINES,Medium,6/23/92 0:00,,,,24,DECATUR ARPT,,,A/C HIT BIRD BUT ONLY HEARD THE NOISE. MAINT UNABLE TO FIND BODY.  NO DAMAGE.,2,,110
No Cloud,,None (Military),,FALSE,,AEA,6/23/92,,FALSE,N,FALSE,,,,Approach,Killdeer,Turboprop,,DHC7 DASH 7,None,300,,Day,VA,1,3,Airplane,HENSON,Small,6/23/92 0:00,,,,,RICHMOND INTL,,,NO DAMAGE.,4,,100
Overcast,,None (Military),Deleted,FALSE,2-10,AEA,6/23/92,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,MD-82,None,230,,Day,PA,1,4,Airplane,1US AIRWAYS,Medium,6/23/92 0:00,,,,28L,PITTSBURGH INTL ARPT,,,HIT F/O SIDE AT TOP OF FRONT WINDOW AT APEX OF FUSELAGE. NO  DAMAGE.,2,,160
No Cloud,,None (Military),Deleted,FALSE,2-10,ASO,6/23/92,ENG VIBRATION,FALSE,N,FALSE,None,,,Take-off run,Doves,Turbofan,0,B-737-300,Other,0,,Dawn,FL,1,4,Airplane,1US AIRWAYS,Small,6/23/92 0:00,,,,27L,PALM BEACH INTL,,,"ENG READINGS INCLUDING VIBRATION GAUGES ALL READ NORMAL, TURNED  PACKS ON AND OFF, STILL NORMAL. ENG VIB. WAS NOT ENOUGH TO  RETURN TO FIELD & ON CLIMB, VIB. DECREASED.",2,,70
No Cloud,,None (Military),Deleted,FALSE,2-10,AWP,6/23/92,,FALSE,N,FALSE,None,,,Approach,Sparrows,Turbofan,,B-737-200,None,40,,Day,HI,2-10,4,Airplane,ALOHA AIRLINES,Small,6/23/92 0:00,,,,26,HILO INTL ARPT,,,"NO A/C DAMAGE.  TWO 5"" BIRD DEAD ON RWY.",2,,100
Overcast,,None (Military),Deleted,FALSE,2-10,AEA,6/25/92,,FALSE,N,FALSE,,,,Climb,Gulls,Turbofan,,A-300,None,"3,500",,Night,NY,2-10,4,Airplane,AMERICAN AIRLINES,Medium,6/23/92 0:00,,,,13R,JOHN F KENNEDY INTL,,,2 BIRDS APPEARED IN LANDING LIGHTS @ 500' AHEAD BEFORE THEY  STRUCK A/C.  NO EVASIVE ACTION TAKEN.,2,,240
,234,None (Military),Deleted,FALSE,,ANM,,,FALSE,,FALSE,,,,Take-off run,Unknown bird - medium,Turbofan,0,DC-10-10,,0,,,CO,1,4,Airplane,UNITED AIRLINES,Medium,6/24/92 0:00,,,,,DENVER STAPLETON ARPT,,,A/C INSPECT ON ARRIVAL.  NO DMG.,3,,155
Some Cloud,,None (Military),Deleted,FALSE,1,ASW,,,FALSE,Y,FALSE,Rain,,,Landing Roll,Gulls,Turbofan,0,B-727-200,,0,,Day,LA,1,4,Airplane,AMERICAN AIRLINES,Medium,6/24/92 0:00,,,,,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,DATE = POSTMARK,,"BIRD STRUCK L FWD FUSELAGE AREA, NO DAMAGE.",3,,110
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Barn owl,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Small,6/24/92 0:00,,,,,LIHUE ARPT,,,,,,
,,Minor (Civilian),,FALSE,,,,,FALSE,,TRUE,,,"MIDDLETOWN,PA",En Route,Unknown bird - medium,Turbofan,,MD-82,,,,,,1,4,Airplane,AMERICAN AIRLINES,Medium,6/24/92 0:00,,,PA,,UNKNOWN,SOURCE = AIR DATA RESEARCH,,BIRD STRIKE IN RT ENG. LANDED SAFELY. MINOR DAMAGE.,2,,
,,,Deleted,FALSE,,AGL,6/24/92,,FALSE,,FALSE,,,,Climb,Unknown bird - medium,Reciprocating (Piston),,C-421,Precautionary Landing,,,Night,OH,1,2,Airplane,BUSINESS,Medium,6/24/92 0:00,,,,1,AKRON-CANTON REGIONAL,OPERATOR = RYAN AIR CO.,,"A/C REPTD BIRD STRIKE AFTER DEPT. REQSTD RET TO AKRON-CANTON FOR  LANDING. A/C LANDED W/O INCIDENT. WHERE A/C WAS STRUCK OR DAMAGE,  IF ANY, WAS NOT REPTD ON FORM.",2,,
,,None (Military),Deleted,FALSE,,ASW,6/24/92,,FALSE,,FALSE,,,,Landing Roll,Unknown bird - medium,Turbofan,0,MD-80,,0,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Medium,6/24/92 0:00,,,,18R,DALLAS/FORT WORTH INTL ARPT,,,FLT 1074 STRUCK A BIRD AFTER LANDING. NO REPTD DAMAGE.,2,,
No Cloud,,Substantial (Civilian),Deleted,FALSE,2-10,ASW,6/24/92,,FALSE,Y,TRUE,None,12,,Take-off run,Swallows,Turbofan,0,B-737-200,Aborted Take-off,0,,Day,LA,2-10,4,Airplane,UNITED AIRLINES,Small,6/24/92 0:00,,,,28,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,,,INDICATION OF STRIKE ON FORWARD COMPRESSOR SECTION OF #2 ENG.  APPROX 3' FROM INLET. A/C ALSO BLEW 2 TIRES ON PORT SIDE.,2,,140
No Cloud,,None (Military),Deleted,FALSE,1,ASW,6/29/92,,FALSE,N,FALSE,None,,,Landing Roll,Blackbirds,Turbofan,0,MD-80,None,0,,Day,TX,1,4,Airplane,AMERICAN AIRLINES,Small,6/24/92 0:00,,,,,VALLEY INTL,,,NO DAMAGE FOUND.,2,,130
No Cloud,,None (Military),Deleted,FALSE,1,ASW,7/10/92,,FALSE,Y,FALSE,None,,,Landing Roll,Doves,Turbofan,0,B-737-200,None,0,,Day,LA,1,4,Airplane,SOUTHWEST AIRLINES,Small,6/24/92 0:00,,,,,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,,,no damage,2,,100
,,None (Military),Deleted,FALSE,1,ANM,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,KC-135E,,100,,Day,WY,1,,Airplane,MILITARY,Medium,6/24/92 0:00,,,,,ROCK SPRINGS-SWEETWATER CO,SOURCE = BASH NR xxxxx,,"REMARKS -  ROCK SPRINGS-SWEETWATER, WY.;  AIRCRAFT -  KC - 135 - E;  IMPACT -  RADOME,PLT #1 WINDOW;  NUMBER OF BIRDS (S, F, or Z) -  S",,09:30,160
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,Y,FALSE,,,"Location inputed -  SHEPPARD AFB WICHITA FALLS MUNI, TX;  Date  -  06/24/1992;  ICAO -  KSPS;  REP ICAO -  KSPS;  MAJCOM -  AETC;  UNIT1 -  ;  UNIT2 -  ;  LL ROUTE -",Climb,,,,T-38A,,50,,Day,TX,1,,Airplane,MILITARY,Medium,6/24/92 0:00,,,,,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNI ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  #2 ENGINE;  NUMBER OF BIRDS (S, F, or Z) -  S",,18:00,180
,,None (Military),,FALSE,1,,,,FALSE,,FALSE,None,,,En Route,Unknown bird - medium,Turbofan,,DC-9-30,None,,,Night,,1,4,Airplane,ABX AIR,Medium,6/25/92 0:00,,,,,UNKNOWN,,,no damage,2,,
Some Cloud,,None (Military),,FALSE,1,ASO,,,FALSE,N,FALSE,None,,,Climb,Unknown bird - medium,Reciprocating (Piston),,GRUMAMER AA5,None,700,,Day,AL,1,1,Airplane,BUSINESS,Medium,6/25/92 0:00,,,,23,BIRMINGHAM-SHUTTLESWORTH INTL,OPERATOR = CROSS AVIATION LTD (GLENN DARNALL),,,1,,100
No Cloud,,None (Military),,FALSE,,ACE,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,B-737-300,None,5,,Day,MO,1,4,Airplane,SOUTHWEST AIRLINES,Medium,6/25/92 0:00,,,,,LAMBERT-ST LOUIS INTL,,,no damage,2,,125
No Cloud,,None (Military),,FALSE,2-10,ASW,6/25/92,,FALSE,N,FALSE,None,,,Approach,Rock pigeon,Reciprocating (Piston),,PA-31 NAVAJO,None,200,,Day,AR,2-10,2,Airplane,BUSINESS,Small,6/25/92 0:00,,,,,BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,OPERATOR = SPRINGDALE AIR SERVICE (GILL MANTEGAM),,,2,,120
No Cloud,,None (Military),Deleted,FALSE,1,AWP,6/25/92,,FALSE,N,FALSE,None,,,Approach,Rock pigeon,Turbofan,,DC-10,None,10,,Day,CA,1,4,Airplane,AMERICAN AIRLINES,Small,6/25/92 0:00,,,,25L,LOS ANGELES INTL,,,NO DAMAGE.,3,,133
Some Cloud,,None (Military),Deleted,FALSE,1,AGL,6/25/92,,FALSE,N,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,MD-80,None,"4,500",,Day,OH,1,4,Airplane,AMERICAN AIRLINES,Small,6/25/92 0:00,,,,28L,PORT COLUMBUS INTL,,,,2,,250
Some Cloud,562,None (Military),Deleted,FALSE,2-10,AGL,6/25/92,,FALSE,N,FALSE,None,,,Landing Roll,European starling,Turbofan,0,B-727-200,None,0,,Day,WI,2-10,4,Airplane,CONTINENTAL AIRLINES,Small,6/25/92 0:00,,,,19R,GENERAL MITCHELL INTL,,,,3,,100
No Cloud,,None (Military),Deleted,FALSE,,ASW,6/26/92,,FALSE,Y,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,MD-80,None,"3,000",,Night,TX,1,4,Airplane,AMERICAN AIRLINES,Small,6/25/92 0:00,,,,12,SAN ANTONIO INTL,,,NO DAMAGE.,2,,180
Some Cloud,,Minor (Civilian),Deleted,FALSE,2-10,AEA,6/29/92,,FALSE,N,TRUE,None,,,Approach,New World Vultures,Reciprocating (Piston),,BE-35,None,45,,Day,VA,1,1,Airplane,PRIVATELY OWNED,Large,6/25/92 0:00,,,,20,NEWPORT NEWS/WILLIAMSBURG INTL,OPERATOR = ROBERT HAHL OR CHARLES MANNSOURCE = TWO xxxx-x REPTS.,,BENT FORWARD EDGE OF LEFT MAIN LANDING GEAR,1,,70
Some Cloud,,Substantial (Civilian),Deleted,FALSE,1,,7/1/92,,FALSE,N,TRUE,,5,ABOVE DETROIT,En Route,Gulls,Turboshaft (Helicopter),,BELL-206,Precautionary Landing,500,,Day,,1,1,Helicopter,BUSINESS,Medium,6/25/92 0:00,,"7,144",MI,,UNKNOWN,OPERATOR = HELICOPTER'S INC.,,LGE HOLE IN L FRONT WINDSHLD LRG ENOUGH FOR SOMEBODY TO STAND IN & THROUGH THE HOLE.,1,,105
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Landing Roll,Unknown bird - medium,,0,T-38A,,10,,Day,TX,1,,Airplane,MILITARY,Medium,6/25/92 0:00,,,,,LUBBOCK PRESTON SMITH INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  RUNWAY 17C.;  AIRCRAFT -  T - 38 - ;  IMPACT -  NOSE;  NUMBER OF BIRDS (S, F, or Z) -  S",,09:25,155
